"User_ID sorted by SD","Ensembl_gene_id","symbol","cng_1","cng_2","cng_3","cng_4","wt_1","wt_2","wt_3","treatment30_1","treatment30_2","treatment30_3","treatment30_4"
" ENSMUSG00000054302","ENSMUSG00000054302","  Eapp",1303,1301,733,892,856,950,974,1079,1492,1246,1169
" ENSMUSG00000002733","ENSMUSG00000002733","  Plekha3",926,953,575,646,708,725,743,900,1134,941,1073
" ENSMUSG00000090762","ENSMUSG00000090762","  Vmn2r56",2,1,3,3,6,3,5,6,2,14,3
" ENSMUSG00000036980","ENSMUSG00000036980","  Taf6",1416,1300,872,1186,1049,983,783,1193,1664,1272,1203
" ENSMUSG00000047797","ENSMUSG00000047797","  Gjb1",11,10,6,13,8,14,9,11,22,19,18
" ENSMUSG00000022793","ENSMUSG00000022793","  B4galt4",524,593,350,500,458,426,305,449,661,493,429
" ENSMUSG00000040820","ENSMUSG00000040820","  Hlcs",743,853,493,628,698,572,565,815,1061,748,765
" ENSMUSG00000039182","ENSMUSG00000039182","  AW209491",311,322,213,338,334,330,324,474,492,365,359
" ENSMUSG00000001323","ENSMUSG00000001323","  Srr",1953,1755,1173,1447,1263,1237,1207,1700,2125,1772,1853
" ENSMUSG00000062619","ENSMUSG00000062619","  2310039H08Rik",71,71,59,58,57,64,54,91,110,70,101
" ENSMUSG00000027160","ENSMUSG00000027160","  Ccdc34",147,94,101,91,122,103,96,132,181,139,152
" ENSMUSG00000020495","ENSMUSG00000020495","  Smg8",490,487,338,409,357,463,333,551,662,526,513
" ENSMUSG00000042589","ENSMUSG00000042589","  Cux2",2350,1974,1101,1986,1529,1668,1693,1970,2414,1906,1791
" ENSMUSG00000102760","ENSMUSG00000102760","  Gm37258",2,8,2,3,10,2,8,6,7,11,8
" ENSMUSG00000017802","ENSMUSG00000017802","  Retreg3",2654,2855,1724,2152,2205,2015,2102,2614,3641,3069,2670
" ENSMUSG00000043391","ENSMUSG00000043391","  2510009E07Rik",6228,5855,3931,4280,3745,4539,4205,5071,7181,6045,5667
" ENSMUSG00000038366","ENSMUSG00000038366","  Lasp1",5005,5565,3500,4470,3674,3734,3861,4567,6889,5785,4474
" ENSMUSG00000001021","ENSMUSG00000001021","  S100a3",0,0,0,0,0,0,10,1,0,0,3
" ENSMUSG00000084096","ENSMUSG00000084096","  Vmn1r-ps135",0,0,0,0,0,10,3,0,0,1,0
" ENSMUSG00000105264","ENSMUSG00000105264","  Gm42716",0,0,0,0,10,0,0,0,0,3,1
" ENSMUSG00000003282","ENSMUSG00000003282","  Plag1",460,368,279,272,302,518,438,391,459,456,404
" ENSMUSG00000034707","ENSMUSG00000034707","  Gns",5592,5397,3285,4028,4008,4194,4586,5165,7064,5746,5282
" ENSMUSG00000069539","ENSMUSG00000069539","  Scyl2",867,859,623,663,689,727,664,860,1282,965,962
" ENSMUSG00000082596","ENSMUSG00000082596","  Gm14227",15,3,7,7,3,3,9,10,5,10,9
" ENSMUSG00000025764","ENSMUSG00000025764","  Jade1",2607,2281,1499,1787,2214,2737,2749,2539,2979,2857,2783
" ENSMUSG00000030084","ENSMUSG00000030084","  Plxna1",1089,920,564,855,775,802,710,879,1259,1001,960
" ENSMUSG00000055943","ENSMUSG00000055943","  Emc7",1903,1814,1123,1323,1330,1638,1568,1691,2325,2078,1883
" ENSMUSG00000020635","ENSMUSG00000020635","  Fkbp1b",10,2,3,10,3,2,8,4,6,7,1
" ENSMUSG00000040877","ENSMUSG00000040877","  Wdr25",221,205,136,165,146,151,136,204,249,235,209
" ENSMUSG00000117926","ENSMUSG00000117926","  ",3,5,1,3,2,10,11,1,3,4,5
" ENSMUSG00000046854","ENSMUSG00000046854","  Pip5kl1",68,54,38,41,43,62,58,73,67,66,83
" ENSMUSG00000018442","ENSMUSG00000018442","  Derl2",403,351,216,275,269,271,277,333,460,321,388
" ENSMUSG00000023216","ENSMUSG00000023216","  Epb42",4,3,3,1,3,4,11,1,10,5,7
" ENSMUSG00000025261","ENSMUSG00000025261","  Huwe1",21006,17835,10771,16373,16997,17742,17718,17831,25324,21469,19921
" ENSMUSG00000028081","ENSMUSG00000028081","  Rps3a1",143,125,71,112,125,89,98,117,171,122,115
" ENSMUSG00000021375","ENSMUSG00000021375","  Kif13a",15936,14617,10182,11725,10657,11333,9892,14954,17974,16016,15720
" ENSMUSG00000003308","ENSMUSG00000003308","  Keap1",1725,1782,1035,1530,1423,1327,1495,1982,2306,1851,1568
" ENSMUSG00000087356","ENSMUSG00000087356","  Gm13856",136,149,82,103,86,115,106,125,169,147,139
" ENSMUSG00000020720","ENSMUSG00000020720","  Psmd12",1131,1165,651,810,810,798,806,1053,1308,1070,1083
" ENSMUSG00000027427","ENSMUSG00000027427","  Polr3f",690,689,406,546,443,531,638,652,856,629,709
" ENSMUSG00000040840","ENSMUSG00000040840","  4930579G18Rik",388,329,235,313,255,269,211,360,435,330,344
" ENSMUSG00000021271","ENSMUSG00000021271","  Zfp839",594,627,417,522,559,498,481,671,941,680,634
" ENSMUSG00000097827","ENSMUSG00000097827","  5330439K02Rik",83,55,44,55,49,70,44,83,39,56,60
" ENSMUSG00000068921","ENSMUSG00000068921","  Dap3",1405,1239,771,966,921,885,970,1120,1611,1199,1143
" ENSMUSG00000070520","ENSMUSG00000070520","  Nsmce3",440,455,307,415,398,432,380,528,713,497,538
" ENSMUSG00000025076","ENSMUSG00000025076","  Casp7",1661,1870,1151,1121,1793,2016,1347,1941,2052,1516,1731
" ENSMUSG00000102478","ENSMUSG00000102478","  BC085271",13,6,4,10,18,13,8,12,11,18,13
" ENSMUSG00000034832","ENSMUSG00000034832","  Tet3",4533,3569,2669,3333,2917,4055,4754,3912,5515,4412,3951
" ENSMUSG00000039262","ENSMUSG00000039262","  Prrc2b",47300,42697,26950,32531,31744,34078,34343,39126,55395,47986,40328
" ENSMUSG00000029165","ENSMUSG00000029165","  Agbl5",2145,1807,1119,1484,1494,1537,1477,2076,2346,1932,1830
" ENSMUSG00000001569","ENSMUSG00000001569","  Nom1",674,625,410,558,481,485,456,625,836,570,740
" ENSMUSG00000038143","ENSMUSG00000038143","  Stox2",7198,6746,4163,4837,5435,5608,6322,5943,8633,7811,7040
" ENSMUSG00000027637","ENSMUSG00000027637","  Rab5if",525,604,342,434,446,405,396,474,721,588,540
" ENSMUSG00000099481","ENSMUSG00000099481","  Xndc1",163,144,110,160,157,160,130,171,245,127,213
" ENSMUSG00000106035","ENSMUSG00000106035","  Gm43545",156,175,96,134,112,140,166,169,199,202,163
" ENSMUSG00000028479","ENSMUSG00000028479","  Gne",1114,969,701,859,791,712,699,914,1329,1100,1054
" ENSMUSG00000078480","ENSMUSG00000078480","  Mrpl48-ps",17,7,4,5,7,3,8,13,8,8,11
" ENSMUSG00000114600","ENSMUSG00000114600","  Gm46387",18,9,4,11,11,7,7,8,3,10,12
" ENSMUSG00000071102","ENSMUSG00000071102","  Gm10313",11,20,11,6,8,9,20,14,13,20,13
" ENSMUSG00000028497","ENSMUSG00000028497","  Hacd4",189,216,124,155,127,146,165,155,261,186,199
" ENSMUSG00000020640","ENSMUSG00000020640","  Itsn2",3593,2587,1895,2481,2147,2193,2321,3277,3506,2861,3087
" ENSMUSG00000093026","ENSMUSG00000093026","  Gm25301",9,8,4,7,6,7,4,10,2,7,17
" ENSMUSG00000112684","ENSMUSG00000112684","  Gm47958",32,38,32,58,49,29,36,64,50,36,35
" ENSMUSG00000032407","ENSMUSG00000032407","  U2surp",4354,4187,2330,3244,3173,3179,3122,3968,4831,4352,4112
" ENSMUSG00000027957","ENSMUSG00000027957","  Slc35a3",508,584,326,472,426,435,352,506,697,513,550
" ENSMUSG00000031617","ENSMUSG00000031617","  Tmem184c",1577,1539,895,1005,1079,1267,1337,1344,1825,1585,1379
" ENSMUSG00000028416","ENSMUSG00000028416","  Bag1",953,886,557,754,678,730,698,872,1254,954,823
" ENSMUSG00000039840","ENSMUSG00000039840","  Epg5",1912,2123,1366,1797,1444,1444,1255,1999,2351,2163,2029
" ENSMUSG00000024524","ENSMUSG00000024524","  Gnal",164,157,89,130,130,161,174,177,207,185,169
" ENSMUSG00000027656","ENSMUSG00000027656","  Ccn5",5,0,0,3,10,2,0,2,4,4,5
" ENSMUSG00000042178","ENSMUSG00000042178","  Armc5",694,587,409,464,554,677,656,519,867,754,613
" ENSMUSG00000026851","ENSMUSG00000026851","  BC005624",1397,1235,816,1118,835,1095,1031,1159,1717,1280,1295
" ENSMUSG00000091351","ENSMUSG00000091351","  Gm17135",44,35,33,23,20,22,25,47,30,38,28
" ENSMUSG00000041733","ENSMUSG00000041733","  Coq5",729,869,656,667,672,555,573,927,1087,909,865
" ENSMUSG00000034310","ENSMUSG00000034310","  Tmem132d",9013,9781,5289,7214,8400,8221,7883,8441,12186,10022,9760
" ENSMUSG00000117621","ENSMUSG00000117621","  ",12,13,10,9,6,12,5,13,12,12,2
" ENSMUSG00000020375","ENSMUSG00000020375","  Rufy1",1393,1351,841,1240,1019,968,984,1436,1730,1349,1324
" ENSMUSG00000036501","ENSMUSG00000036501","  Fam13b",1756,1635,977,1385,1113,1258,1211,1546,2028,1541,1622
" ENSMUSG00000005823","ENSMUSG00000005823","  Gpr108",1337,1293,807,1073,971,962,1002,1289,1696,1430,1266
" ENSMUSG00000100164","ENSMUSG00000100164","  2610306M01Rik",153,112,87,149,104,127,103,149,163,154,179
" ENSMUSG00000025202","ENSMUSG00000025202","  Scd3",215,223,175,181,234,327,274,212,334,283,199
" ENSMUSG00000090160","ENSMUSG00000090160","  4930480K15Rik",0,0,1,0,2,1,10,4,2,0,4
" ENSMUSG00000029121","ENSMUSG00000029121","  Crmp1",8548,9197,5056,6775,6733,7031,7036,8450,11098,9455,8238
" ENSMUSG00000031592","ENSMUSG00000031592","  Pcm1",5136,4566,2714,3508,3840,3892,3535,3963,5565,5114,4898
" ENSMUSG00000108635","ENSMUSG00000108635","  Gm44633",3,3,1,8,4,6,10,8,0,4,3
" ENSMUSG00000032017","ENSMUSG00000032017","  Grik4",26,13,24,25,20,16,33,13,24,32,22
" ENSMUSG00000078878","ENSMUSG00000078878","  Gm14305",55,52,27,53,36,37,36,65,58,42,41
" ENSMUSG00000073478","ENSMUSG00000073478","  D730003I15Rik",72,60,37,61,48,63,55,82,90,50,56
" ENSMUSG00000042997","ENSMUSG00000042997","  Nhlrc3",401,293,210,258,303,409,363,350,448,346,362
" ENSMUSG00000102508","ENSMUSG00000102508","  Gm37367",4,10,7,11,7,18,6,6,6,5,3
" ENSMUSG00000021028","ENSMUSG00000021028","  Mbip",392,265,176,210,241,260,258,327,333,278,295
" ENSMUSG00000024066","ENSMUSG00000024066","  Xdh",19,5,6,14,8,13,5,14,9,11,10
" ENSMUSG00000064177","ENSMUSG00000064177","  Ghrl",104,91,96,88,90,94,79,149,150,127,140
" ENSMUSG00000085857","ENSMUSG00000085857","  Gm15392",11,7,5,8,4,4,13,8,15,6,3
" ENSMUSG00000028580","ENSMUSG00000028580","  Pum1",3686,3794,2294,2799,2971,2851,2711,3259,4778,4092,3694
" ENSMUSG00000052214","ENSMUSG00000052214","  Opa3",1563,1538,857,1181,1330,1309,1221,1399,1996,1635,1369
" ENSMUSG00000078684","ENSMUSG00000078684","  5830417I10Rik",525,457,294,373,328,331,350,379,569,501,352
" ENSMUSG00000030706","ENSMUSG00000030706","  Mrpl48",1837,1660,927,1250,1414,1512,1600,1553,1993,1871,1707
" ENSMUSG00000029577","ENSMUSG00000029577","  Ube3b",3900,4105,2654,3002,2620,2970,2963,3489,5014,4242,3983
" ENSMUSG00000033676","ENSMUSG00000033676","  Gabrb3",12351,12345,6702,8207,10049,10032,9204,10059,13803,12396,11918
" ENSMUSG00000082599","ENSMUSG00000082599","  Gm13141",0,5,0,4,10,2,2,0,5,2,2
" ENSMUSG00000060206","ENSMUSG00000060206","  Zfp462",9410,8507,5695,7990,6126,7115,7298,7961,11610,10445,8796
" ENSMUSG00000020255","ENSMUSG00000020255","  D10Wsu102e",1543,2003,1016,1239,1956,1809,1758,1686,2001,1688,1920
" ENSMUSG00000029594","ENSMUSG00000029594","  Rbm19",461,404,272,376,351,350,312,390,618,346,450
" ENSMUSG00000075376","ENSMUSG00000075376","  Rc3h2",2486,2534,1859,1900,1819,1896,1853,2293,3239,2818,2965
" ENSMUSG00000008373","ENSMUSG00000008373","  Prpf31",1116,1007,586,851,768,869,821,1034,1186,1120,1146
" ENSMUSG00000031294","ENSMUSG00000031294","  D630029K05Rik",5,6,9,4,7,3,7,12,5,1,1
" ENSMUSG00000001739","ENSMUSG00000001739","  Cldn15",36,35,17,30,31,32,42,37,33,20,20
" ENSMUSG00000020402","ENSMUSG00000020402","  Vdac1",15220,16565,9565,11255,12512,12783,12336,15073,20614,16767,14722
" ENSMUSG00000043831","ENSMUSG00000043831","  Lysmd4",754,726,490,666,534,572,609,724,1056,829,744
" ENSMUSG00000117886","ENSMUSG00000117886","  ",25,20,16,21,17,12,25,19,21,41,19
" ENSMUSG00000107750","ENSMUSG00000107750","  Gm44013",2,0,1,0,3,10,6,3,5,5,5
" ENSMUSG00000038042","ENSMUSG00000038042","  Ptpdc1",667,469,344,598,513,696,590,681,739,551,566
" ENSMUSG00000028528","ENSMUSG00000028528","  Dnajc6",5789,6416,3627,4421,4851,4828,4635,4981,7557,6786,5846
" ENSMUSG00000052712","ENSMUSG00000052712","  BC004004",1094,1145,666,855,806,826,1029,1032,1443,1183,1033
" ENSMUSG00000003166","ENSMUSG00000003166","  Dgcr2",857,959,647,791,689,592,662,951,1182,978,720
" ENSMUSG00000037214","ENSMUSG00000037214","  Thap1",196,175,124,177,162,123,191,192,222,266,187
" ENSMUSG00000030530","ENSMUSG00000030530","  Furin",1598,1414,890,1212,1154,1217,1139,1413,1949,1649,1441
" ENSMUSG00000048106","ENSMUSG00000048106","  4632415L05Rik",1409,1294,866,970,1156,1122,914,1246,1750,1379,1449
" ENSMUSG00000034071","ENSMUSG00000034071","  Zfp551",161,148,114,193,150,163,109,162,242,180,185
" ENSMUSG00000049516","ENSMUSG00000049516","  Spty2d1",926,657,530,541,747,912,711,823,934,952,889
" ENSMUSG00000044229","ENSMUSG00000044229","  Nxpe4",535,410,303,367,408,531,354,532,590,363,495
" ENSMUSG00000022867","ENSMUSG00000022867","  Usp25",1118,1053,659,917,817,823,1169,1035,1407,1080,1222
" ENSMUSG00000084917","ENSMUSG00000084917","  Gm17477",111,82,56,71,60,66,48,83,95,83,70
" ENSMUSG00000024319","ENSMUSG00000024319","  Vps52",2097,2204,1395,1582,1494,1741,1529,1872,2844,2189,2040
" ENSMUSG00000015757","ENSMUSG00000015757","  Ppil4",1499,1490,848,1225,1045,1128,1083,1536,1705,1372,1551
" ENSMUSG00000097965","ENSMUSG00000097965","  Gm5839",4,12,6,5,3,4,9,9,16,9,6
" ENSMUSG00000066829","ENSMUSG00000066829","  Zfp810",560,434,341,365,395,490,380,602,671,480,504
" ENSMUSG00000019189","ENSMUSG00000019189","  Rnf145",11104,11015,7571,9656,6709,8397,7223,9808,13481,10698,8451
" ENSMUSG00000032342","ENSMUSG00000032342","  Mto1",451,505,267,321,263,340,341,379,464,441,392
" ENSMUSG00000038803","ENSMUSG00000038803","  Ost4",617,484,343,397,440,437,385,549,710,503,556
" ENSMUSG00000000127","ENSMUSG00000000127","  Fer",598,613,323,410,447,445,412,530,611,617,572
" ENSMUSG00000044068","ENSMUSG00000044068","  Zrsr1",3361,2726,1904,2284,2518,2997,3341,2881,4129,3454,2938
" ENSMUSG00000040490","ENSMUSG00000040490","  Lrfn2",861,983,529,630,986,777,697,804,1108,926,821
" ENSMUSG00000114853","ENSMUSG00000114853","  D030051J21Rik",2,1,3,10,0,2,6,1,5,2,0
" ENSMUSG00000045877","ENSMUSG00000045877","  4933415A04Rik",114,123,86,103,160,148,101,145,169,97,150
" ENSMUSG00000059586","ENSMUSG00000059586","  Nsmce2",511,444,274,353,413,422,341,476,545,548,499
" ENSMUSG00000007827","ENSMUSG00000007827","  Ankrd26",979,725,492,720,553,613,640,709,999,674,799
" ENSMUSG00000020387","ENSMUSG00000020387","  Jade2",2417,2285,1409,1695,1614,1917,2308,2184,2966,2411,2038
" ENSMUSG00000030042","ENSMUSG00000030042","  Pole4",395,350,241,291,246,257,275,340,454,411,355
" ENSMUSG00000005980","ENSMUSG00000005980","  Dnase1",380,314,195,335,286,300,254,336,436,315,243
" ENSMUSG00000036975","ENSMUSG00000036975","  Tmem177",192,230,164,165,218,190,147,217,294,258,272
" ENSMUSG00000039952","ENSMUSG00000039952","  Dag1",1384,1482,940,1209,1058,1137,1382,1539,2050,1575,1287
" ENSMUSG00000057409","ENSMUSG00000057409","  Zfp53",144,107,96,114,82,92,109,123,149,176,137
" ENSMUSG00000035392","ENSMUSG00000035392","  Dennd1a",3988,3152,1986,2920,2629,3019,3290,3679,4316,3512,3542
" ENSMUSG00000085310","ENSMUSG00000085310","  Gm11491",84,130,98,84,62,92,64,96,132,91,94
" ENSMUSG00000040359","ENSMUSG00000040359","  Ufl1",1833,1754,1026,1372,1478,1484,1250,1561,2326,1737,1608
" ENSMUSG00000045038","ENSMUSG00000045038","  Prkce",11760,10991,6971,7439,7906,7871,8060,9569,12755,11221,10984
" ENSMUSG00000020454","ENSMUSG00000020454","  Eif4enif1",1795,1572,1020,1303,1305,1434,1277,1609,2200,1783,1775
" ENSMUSG00000029730","ENSMUSG00000029730","  Mcm7",298,253,137,201,195,179,198,178,266,225,253
" ENSMUSG00000029536","ENSMUSG00000029536","  Gatc",1750,1664,987,1299,1242,1195,1282,1666,2083,1648,1413
" ENSMUSG00000087589","ENSMUSG00000087589","  D430040D24Rik",41,45,23,48,45,34,29,44,56,40,27
" ENSMUSG00000041625","ENSMUSG00000041625","  Ggact",406,421,264,284,311,294,270,379,480,413,442
" ENSMUSG00000039563","ENSMUSG00000039563","  2210406O10Rik",29,15,17,16,14,23,32,22,16,22,11
" ENSMUSG00000061778","ENSMUSG00000061778","  Mospd2",177,139,89,105,82,146,130,133,139,136,104
" ENSMUSG00000073656","ENSMUSG00000073656","  Gm10558",180,186,105,149,139,163,152,143,247,191,198
" ENSMUSG00000026173","ENSMUSG00000026173","  Plcd4",390,289,182,214,238,289,298,306,360,311,261
" ENSMUSG00000098194","ENSMUSG00000098194","  Gm7286",14,17,14,14,15,21,21,29,22,36,21
" ENSMUSG00000109500","ENSMUSG00000109500","  Gm44999",60,61,52,37,67,81,72,61,89,71,47
" ENSMUSG00000033499","ENSMUSG00000033499","  Larp4b",2687,2353,1595,1871,2030,2073,1902,2458,3332,2772,2605
" ENSMUSG00000054611","ENSMUSG00000054611","  Kdm2a",4386,4067,2592,3668,2896,3025,2954,3882,5300,4084,3849
" ENSMUSG00000039917","ENSMUSG00000039917","  Rhbdd2",1189,1318,730,984,1081,954,1117,1222,1708,1273,1183
" ENSMUSG00000015755","ENSMUSG00000015755","  Tab2",3011,2506,1626,2079,2002,2013,1985,2547,3347,2754,2509
" ENSMUSG00000052949","ENSMUSG00000052949","  Rnf157",8423,9993,6268,8189,8434,8938,9501,7587,11288,12204,6235
" ENSMUSG00000021703","ENSMUSG00000021703","  Serinc5",1924,1636,1108,1750,1433,1515,1803,1916,2588,1948,1816
" ENSMUSG00000099624","ENSMUSG00000099624","  Gm7889",13,14,3,10,9,7,4,5,4,5,10
" ENSMUSG00000040102","ENSMUSG00000040102","  Klhl42",388,404,288,353,294,344,281,434,578,449,400
" ENSMUSG00000026335","ENSMUSG00000026335","  Pam",2940,3956,2123,2619,3258,2979,2493,3250,4354,3758,3514
" ENSMUSG00000086914","ENSMUSG00000086914","  Gm16124",46,47,46,32,38,59,53,43,65,81,47
" ENSMUSG00000026657","ENSMUSG00000026657","  Frmd4a",5705,5391,3551,5090,3951,4351,4481,5607,7576,6113,5229
" ENSMUSG00000046593","ENSMUSG00000046593","  Tmem215",9171,8599,4910,7436,8487,8211,8439,7885,11508,9958,9195
" ENSMUSG00000070738","ENSMUSG00000070738","  Dgkd",6855,5626,3630,5134,4700,5258,5212,5763,8260,6550,5645
" ENSMUSG00000039756","ENSMUSG00000039756","  Dnttip2",1108,774,595,765,713,800,1007,890,1182,996,1089
" ENSMUSG00000031697","ENSMUSG00000031697","  Orc6",191,235,146,170,159,176,168,215,297,254,234
" ENSMUSG00000036983","ENSMUSG00000036983","  Tfb1m",83,99,50,75,80,94,61,93,109,110,89
" ENSMUSG00000043987","ENSMUSG00000043987","  Cep164",1189,944,606,1045,807,1087,830,1187,1272,1021,1052
" ENSMUSG00000030774","ENSMUSG00000030774","  Pak1",295,334,193,232,241,327,215,258,388,346,297
" ENSMUSG00000029009","ENSMUSG00000029009","  Mthfr",482,364,297,274,320,361,419,438,580,406,358
" ENSMUSG00000042579","ENSMUSG00000042579","  4632404H12Rik",766,722,497,596,670,716,517,908,1011,789,687
" ENSMUSG00000055932","ENSMUSG00000055932","  Fto",5239,5197,2984,3904,3947,4574,4222,4552,6620,5604,4913
" ENSMUSG00000106643","ENSMUSG00000106643","  Gm43422",1,5,1,4,0,8,10,3,3,2,2
" ENSMUSG00000036225","ENSMUSG00000036225","  Kctd1",1436,1625,920,1170,1089,999,1021,1343,1792,1444,1358
" ENSMUSG00000038025","ENSMUSG00000038025","  Phf2",3712,3532,2087,2619,2887,3127,2756,3366,4470,3882,3603
" ENSMUSG00000021265","ENSMUSG00000021265","  Slc25a29",105,147,88,110,122,144,116,170,198,132,121
" ENSMUSG00000097111","ENSMUSG00000097111","  Peak1os",18,6,4,7,6,9,7,5,14,6,5
" ENSMUSG00000058254","ENSMUSG00000058254","  Tspan7",4649,5265,2822,3714,4054,3779,3973,4442,6202,5279,4587
" ENSMUSG00000043290","ENSMUSG00000043290","  Zfp784",552,392,291,409,377,366,471,477,594,562,493
" ENSMUSG00000049550","ENSMUSG00000049550","  Clip1",1743,1410,881,1356,1734,1640,1941,1495,1815,1403,1447
" ENSMUSG00000105832","ENSMUSG00000105832","  Gm43841",7,14,9,14,18,12,15,12,21,21,7
" ENSMUSG00000029673","ENSMUSG00000029673","  Auts2",9898,8543,5635,6981,6207,8357,9216,8067,11480,10012,8751
" ENSMUSG00000025507","ENSMUSG00000025507","  Pidd1",66,63,36,70,59,77,66,48,83,48,77
" ENSMUSG00000019461","ENSMUSG00000019461","  Plscr3",220,149,100,216,165,161,149,202,183,204,172
" ENSMUSG00000028433","ENSMUSG00000028433","  Ubap2",2841,2497,1552,2202,2015,2123,1955,2452,3454,2711,2375
" ENSMUSG00000024002","ENSMUSG00000024002","  Brd4",6077,4865,3095,4594,4539,5455,5677,5289,7082,5873,5287
" ENSMUSG00000036825","ENSMUSG00000036825","  Ssx2ip",832,797,474,692,642,708,716,752,1094,921,856
" ENSMUSG00000059552","ENSMUSG00000059552","  Trp53",475,337,250,344,395,407,452,519,476,491,469
" ENSMUSG00000116641","ENSMUSG00000116641","  Gm41505",43,43,35,42,60,40,72,37,55,30,54
" ENSMUSG00000109855","ENSMUSG00000109855","  Gm45613",12,8,5,11,14,12,10,12,24,16,16
" ENSMUSG00000033707","ENSMUSG00000033707","  Lrrc24",2825,3303,1800,2378,2511,2281,2297,2632,3983,3085,2480
" ENSMUSG00000006850","ENSMUSG00000006850","  Tmco6",502,421,265,421,370,475,403,508,618,467,388
" ENSMUSG00000004056","ENSMUSG00000004056","  Akt2",571,577,321,498,497,432,460,556,746,484,610
" ENSMUSG00000066233","ENSMUSG00000066233","  Tmem42",114,119,70,79,84,79,82,107,156,94,97
" ENSMUSG00000050812","ENSMUSG00000050812","  Ecpas",3396,2788,1786,2231,2639,2718,2716,3077,3826,3287,3287
" ENSMUSG00000071478","ENSMUSG00000071478","  Hist1h2ad",9,2,2,9,5,11,4,5,6,3,1
" ENSMUSG00000037419","ENSMUSG00000037419","  Endod1",949,949,676,738,771,679,727,834,1384,927,1021
" ENSMUSG00000021996","ENSMUSG00000021996","  Esd",847,1009,638,705,616,602,612,806,1147,852,735
" ENSMUSG00000104002","ENSMUSG00000104002","  Gm38336",537,488,350,404,380,377,466,481,771,479,442
" ENSMUSG00000049792","ENSMUSG00000049792","  Bag5",664,677,417,557,487,438,465,579,870,588,578
" ENSMUSG00000046572","ENSMUSG00000046572","  Zfp518b",1139,1081,764,868,827,828,974,1126,1549,1167,1251
" ENSMUSG00000039512","ENSMUSG00000039512","  Uhrf1bp1",958,910,498,720,772,996,885,910,1114,963,867
" ENSMUSG00000028080","ENSMUSG00000028080","  Lrba",8636,9703,5667,6796,7297,7329,6976,8038,11617,10126,9718
" ENSMUSG00000066175","ENSMUSG00000066175","  2510046G10Rik",84,54,44,62,57,43,41,53,83,72,59
" ENSMUSG00000028854","ENSMUSG00000028854","  Slc9a1",1820,1675,1059,1322,1265,1396,1296,1571,2141,1881,1829
" ENSMUSG00000114584","ENSMUSG00000114584","  Gm47694",214,148,122,189,126,213,185,250,157,164,190
" ENSMUSG00000056215","ENSMUSG00000056215","  Lrguk",55,66,43,38,31,42,32,47,55,35,61
" ENSMUSG00000037313","ENSMUSG00000037313","  Tacc3",182,144,109,128,136,128,168,204,198,210,189
" ENSMUSG00000085955","ENSMUSG00000085955","  Gm12356",72,108,56,66,60,70,76,83,120,90,66
" ENSMUSG00000092416","ENSMUSG00000092416","  Zfp141",557,448,280,370,321,517,361,443,541,410,439
" ENSMUSG00000029575","ENSMUSG00000029575","  Mmab",646,585,354,591,454,593,449,673,764,599,566
" ENSMUSG00000033099","ENSMUSG00000033099","  Nol12",357,247,188,305,236,287,326,277,421,288,242
" ENSMUSG00000078784","ENSMUSG00000078784","  1810022K09Rik",126,104,65,73,78,80,91,125,117,78,112
" ENSMUSG00000073787","ENSMUSG00000073787","  Gm10575",47,62,50,50,37,96,58,57,75,58,58
" ENSMUSG00000074088","ENSMUSG00000074088","  Snrnp40",681,683,493,602,502,486,500,685,983,683,682
" ENSMUSG00000042606","ENSMUSG00000042606","  Hirip3",913,762,458,696,827,693,849,897,1021,858,887
" ENSMUSG00000055108","ENSMUSG00000055108","  Phxr2",2,3,6,0,3,10,5,5,1,7,1
" ENSMUSG00000020287","ENSMUSG00000020287","  Mpg",275,271,133,192,206,206,247,252,289,260,228
" ENSMUSG00000040195","ENSMUSG00000040195","  Nemp1",201,144,119,102,154,142,160,162,225,169,188
" ENSMUSG00000048249","ENSMUSG00000048249","  Crebrf",1561,1386,896,934,1261,1501,1258,1272,1808,1573,1400
" ENSMUSG00000062519","ENSMUSG00000062519","  Zfp398",1089,1071,758,844,822,1031,1427,1174,1476,1185,1150
" ENSMUSG00000046707","ENSMUSG00000046707","  Csnk2a2",1016,1065,590,795,763,868,792,1055,1254,1043,1051
" ENSMUSG00000028549","ENSMUSG00000028549","  Itgb3bp",541,531,336,360,508,487,568,490,749,518,551
" ENSMUSG00000031060","ENSMUSG00000031060","  Rbm10",1129,1012,583,932,910,836,826,1080,1311,1115,1004
" ENSMUSG00000048000","ENSMUSG00000048000","  Gigyf2",3354,3176,1863,2662,2425,2334,2117,2746,3837,3146,2799
" ENSMUSG00000103341","ENSMUSG00000103341","  1700051O22Rik",38,42,26,34,28,54,42,40,56,53,54
" ENSMUSG00000004233","ENSMUSG00000004233","  Wars2",405,278,228,212,294,215,210,271,359,299,307
" ENSMUSG00000028796","ENSMUSG00000028796","  Phc2",3173,3642,2434,3297,2779,2862,2482,4024,4870,3870,3196
" ENSMUSG00000110737","ENSMUSG00000110737","  4930444F02Rik",17,10,12,19,13,6,21,24,17,14,15
" ENSMUSG00000024537","ENSMUSG00000024537","  Psmg2",321,357,203,238,244,195,272,328,368,230,279
" ENSMUSG00000099681","ENSMUSG00000099681","  1700052K11Rik",156,158,95,188,115,149,151,113,196,164,120
